height,txhash,code,gas_wanted,gas_used,timestamp,@type,poolId,sender,shares,token0_denom,token0_amount,token1_denom,token1_amount
4708283,85B3961A437FEEEAB0B54690B14CCE83FDD5EF4E1EE9E037EAC128F2D2A353A6,0,250000,103998,2022-06-07T18:31:49Z,/osmosis.gamm.v1beta1.MsgExitPool,1,osmo18v85clkgwzvuugp03xf4e4etl5qqqtc7mxzv56,890764341976439798241,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,11773627,uosmo,91975360
4708283,58113EB46A810A62E9A12A994D6EA11E1B2EC8DC06CFBB9E369DC35AC355D122,0,250000,180249,2022-06-07T18:31:49Z,/osmosis.gamm.v1beta1.MsgExitPool,13,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,2326051545082369225,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,70781781,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,461581273
4708283,58113EB46A810A62E9A12A994D6EA11E1B2EC8DC06CFBB9E369DC35AC355D122,0,250000,180249,2022-06-07T18:31:49Z,/osmosis.gamm.v1beta1.MsgExitPool,13,osmo1jg9wr5u9cm04g0sswegskg3tawgylem6sndy5y,2326051545082369225,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,70781781,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,461581273
4708284,F605A833D1B2C2388661C28CCDD746466062A25968187009B61B3FA63DA0F28D,0,240000,95674,2022-06-07T18:31:55Z,/osmosis.gamm.v1beta1.MsgJoinPool,604,osmo13tfdcwq50fq70rfkfdlcazslks6f2504afrt4j,2460069891760,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,517663,uosmo,14533
4708284,EE2CDDE8EDECD00E832F2EC7E3941FD08F7EBE744491007FCAFB51BB1B7381D6,0,250000,217730,2022-06-07T18:31:55Z,/osmosis.gamm.v1beta1.MsgJoinPool,497,osmo16ka4k0p7dy0zwjxwjvy3p5mlces9tufyq238c7,23458728732924524,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,22974,uosmo,72719
4708287,58B05AC873832B31021E976E4000A2D73DF86B7DB356698F195E6524EAA30532,0,250000,227473,2022-06-07T18:32:14Z,/osmosis.gamm.v1beta1.MsgJoinPool,9,osmo1fqcaetmnh5j8wj7mwd9t8zmd2cnta2h4vx7k5t,3748327258889592163555,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,3294424421,uosmo,5114693
4708287,58B05AC873832B31021E976E4000A2D73DF86B7DB356698F195E6524EAA30532,0,250000,227473,2022-06-07T18:32:14Z,/osmosis.gamm.v1beta1.MsgJoinPool,9,osmo1fqcaetmnh5j8wj7mwd9t8zmd2cnta2h4vx7k5t,3748327258889592163555,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,3294424421,uosmo,5114693
4708287,58B05AC873832B31021E976E4000A2D73DF86B7DB356698F195E6524EAA30532,0,250000,227473,2022-06-07T18:32:14Z,/osmosis.gamm.v1beta1.MsgJoinPool,9,osmo1fqcaetmnh5j8wj7mwd9t8zmd2cnta2h4vx7k5t,3748327258889592163555,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,3294424421,uosmo,5114693
4708288,801F1D369F25ABF095303EADAFEBBDD13250B3CA29E5B27F0428304059FBCBC5,0,500000,163183,2022-06-07T18:32:20Z,/osmosis.gamm.v1beta1.MsgJoinPool,690,osmo1njdn9athx6vrdr8wu2w58zmnl9hd8fryrp3t23,29505970473018968212,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,51511689,uosmo,3884832
4708295,1DD152292164D00F8D9D7844D4AA273AE6A7A333E5C110385E5910C4D8BC7EED,0,500000,161774,2022-06-07T18:33:04Z,/osmosis.gamm.v1beta1.MsgJoinPool,601,osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,354001032760385328,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,26899176,uosmo,7744672
4708295,58EE88AD881D202CFDD198D3356BAC381D3F8AC3F48920263EDBDE835E61C821,0,500000,161879,2022-06-07T18:33:04Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1xv0rcq0kqtlxq9r7h97yvf7zqcfh3ukeqgm5er,31151251947600649155,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,432848,uosmo,3381502
4708300,EDB83A966EEDD8C0BB899230426F60539B3FB94AFFFFCF3097CE0640FAA76874,0,250000,100870,2022-06-07T18:33:34Z,/osmosis.gamm.v1beta1.MsgJoinPool,704,osmo1sxsk5v09znwuhux2scueyspulyeypdnwlvdlan,395095095045395601,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3111876856689966,uosmo,4922371
4708302,BF9244B894619DC1353FC34EA7A303DFF2CA46A14A82610EE24A8EFDC7E3A996,0,250000,97228,2022-06-07T18:33:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,629,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,365037455359306,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,32421684128127029327,uosmo,253866
4708302,BF9244B894619DC1353FC34EA7A303DFF2CA46A14A82610EE24A8EFDC7E3A996,0,250000,97228,2022-06-07T18:33:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,629,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,365037455359306,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,32421684128127029327,uosmo,253866
4708302,BF9244B894619DC1353FC34EA7A303DFF2CA46A14A82610EE24A8EFDC7E3A996,0,250000,97228,2022-06-07T18:33:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,629,osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm,365037455359306,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,32421684128127029327,uosmo,253866
4708314,0E906C8196BB9F8A750DB398FF28603B9C16B2FA9A04D1BFC82D087EB10E7476,0,600000,312960,2022-06-07T18:35:01Z,/osmosis.gamm.v1beta1.MsgJoinPool,601,osmo1kpaa3fwz0z3q00vxlzmkn0p45gkkhv0nvf3ea3,66664836730288163,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,5065583,uosmo,1458456
4708314,455BEDD2B002D1EF605ECD266A1DD521CBD8CC3395D6CEFAEAEA86E93C761646,0,240000,135088,2022-06-07T18:35:01Z,/osmosis.gamm.v1beta1.MsgJoinPool,641,osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,107149727665970687880,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,65053837,uosmo,1742498
4708314,2A9437A1100FB40EB2F78A539788BF3FA659D33D0521161FC4E2DB41DC4E9EB6,0,644879,540818,2022-06-07T18:35:01Z,/osmosis.gamm.v1beta1.MsgJoinPool,674,osmo1ze0tllx2yetzkfl2hjlnff9zlqcvxsgsud6h0u,182267831371945789,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,587220490444961303,uosmo,522918
4708317,BB2C1D14871D687D034285990E0A1A548A2ECE15F4F6051ADE7ABA3EE1CE801D,0,247637,241539,2022-06-07T18:35:19Z,/osmosis.gamm.v1beta1.MsgJoinPool,601,osmo10wupdm44wq6890q83xwxdwsq9ss8wqwu70vnsl,748505628777507,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,56875,uosmo,16374
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,C6CB77439E955627DA205992668D86FA394B700D6EFB0F785A6906C8BF876E90,0,443837,406907,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1u9fznreu8wn8untkx5hvdr6pl4keuzhm5hyw0z,109401642189737888225,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,11684676906286625144,uosmo,22555970
4708319,2B528D10E26B753F43ABB9AECAED502248F4E4AA2B630D92C4E17EF41EF64935,0,250000,98959,2022-06-07T18:35:31Z,/osmosis.gamm.v1beta1.MsgExitPool,722,osmo1swhkyme264u7r5k7vuy78femtes55dkpqw5z73,261870536011032810590,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,26604828063105905008,uosmo,51357618
4708320,AB1DF6342DCC521BAB1C38AE5A10FCFDE6534C8A23019F94275E62C2B4DD20EA,0,250000,215851,2022-06-07T18:35:37Z,/osmosis.gamm.v1beta1.MsgJoinPool,619,osmo15gdxhsw6rxrwy0xhs826467spjw0jxx2swfjdh,7969310624555256,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,144150,uosmo,2622
4708320,47C6E80E60244F4A3A0BB34599AF4BFA61E1F64D022D14FD8C5C2DCB077A5746,0,250000,101532,2022-06-07T18:35:37Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1mxquqp8anmjnj6e5n87fuam2cskfpwqdmla9p6,4435939758477511209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,61642,uosmo,481483
4708320,47C6E80E60244F4A3A0BB34599AF4BFA61E1F64D022D14FD8C5C2DCB077A5746,0,250000,101532,2022-06-07T18:35:37Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1mxquqp8anmjnj6e5n87fuam2cskfpwqdmla9p6,4435939758477511209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,61642,uosmo,481483
4708320,47C6E80E60244F4A3A0BB34599AF4BFA61E1F64D022D14FD8C5C2DCB077A5746,0,250000,101532,2022-06-07T18:35:37Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1mxquqp8anmjnj6e5n87fuam2cskfpwqdmla9p6,4435939758477511209,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,61642,uosmo,481483
4708327,6ECC3DE6A1E96EDEDBDF8A26A3F3BC403B4ACDBF70767C90043054F0FED1ECCB,0,277888,256044,2022-06-07T18:36:20Z,/osmosis.gamm.v1beta1.MsgExitPool,13,osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,14268887529674040075,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,434198976,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,2831538369
4708329,F582A5DAC3F9A3F37D2D0E645A704B814465EFF143E21764393FCE3786C39D92,0,240000,136570,2022-06-07T18:36:33Z,/osmosis.gamm.v1beta1.MsgExitPool,690,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,1528018611445107839,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2537464,uosmo,191366
4708329,F582A5DAC3F9A3F37D2D0E645A704B814465EFF143E21764393FCE3786C39D92,0,240000,136570,2022-06-07T18:36:33Z,/osmosis.gamm.v1beta1.MsgExitPool,690,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,1528018611445107839,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,2537464,uosmo,191366
4708331,8459D08CD78F33BDB26EF41F09E3465E2F633594C9E80DE741AABDCA2C00099E,0,675132,617175,2022-06-07T18:36:45Z,/osmosis.gamm.v1beta1.MsgExitPool,1,osmo19umgavrn0fj2e4yts3t6s9rp3jzlsptlpwmyqz,64976704423242556191,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,858567,uosmo,6711154
4708332,B86E95906588FD879B717E32758CA14ABAE2118077B8C1E06C2DCD21C6540480,0,250000,243433,2022-06-07T18:36:51Z,/osmosis.gamm.v1beta1.MsgExitPool,674,osmo1u8hhzsg9zsn73w66gu4lx547fa9yf67z64jpnq,1232569667022148580964,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,3777316720708658128946,uosmo,3363689303
4708335,5C0B1A54B7625AEF09281D365EA4FB3DBC42748F97AA9FC20BF6B45FC9305274,0,1250000,748113,2022-06-07T18:37:10Z,/osmosis.gamm.v1beta1.MsgExitPool,578,osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,31383388988615269,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,18476107,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,173736993
4708335,5C0B1A54B7625AEF09281D365EA4FB3DBC42748F97AA9FC20BF6B45FC9305274,0,1250000,748113,2022-06-07T18:37:10Z,/osmosis.gamm.v1beta1.MsgExitPool,578,osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,31383388988615269,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,18476107,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,173736993
4708335,5C0B1A54B7625AEF09281D365EA4FB3DBC42748F97AA9FC20BF6B45FC9305274,0,1250000,748113,2022-06-07T18:37:10Z,/osmosis.gamm.v1beta1.MsgExitPool,578,osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,31383388988615269,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,18476107,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,173736993
4708335,5C0B1A54B7625AEF09281D365EA4FB3DBC42748F97AA9FC20BF6B45FC9305274,0,1250000,748113,2022-06-07T18:37:10Z,/osmosis.gamm.v1beta1.MsgExitPool,578,osmo1ylx685geysj7776236nlkcjhkcq0xvrp26y4pa,31383388988615269,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,18476107,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,173736993
4708335,4AA798F5A9F7D191C1805AE58B2A22FAF996CAB49225C3A4CCAC944BE39D633C,0,240000,102667,2022-06-07T18:37:10Z,/osmosis.gamm.v1beta1.MsgJoinPool,704,osmo1lvxcql4c9yeec8spuaspeq5j5slnd27g6zdh0a,758628259790037269992,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,5974943330543547880,uosmo,9451873707
4708338,7F192FCCA65A498E6DC270B5A5DE93495C0F12FA6A0360A804F0F4C8D923A337,0,250000,101336,2022-06-07T18:37:28Z,/osmosis.gamm.v1beta1.MsgJoinPool,648,osmo1aekcc7v4c6vxvcx5njmer68y8rrln7jxphygvn,14093728211752605822406,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,45242579385448963044,uosmo,8408515
4708338,E115F2AA664361B21597817DCF0F01A6F097586FD28C6C94ED78AC71DA4DFBB0,0,470736,431347,2022-06-07T18:37:28Z,/osmosis.gamm.v1beta1.MsgExitPool,651,osmo149knvmjayx979n9ugg8uugpnnw34p2hxkrg06x,127068789467674310,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,101048870363,uosmo,4782916
4708341,783C9A4992E8C2B6A36020DCB55959BEA48E7FD03C8B1D1235A75A87D6B3A80C,0,450000,94041,2022-06-07T18:37:47Z,/osmosis.gamm.v1beta1.MsgExitPool,600,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,14090110938986713,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21643874,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,584550750
4708341,783C9A4992E8C2B6A36020DCB55959BEA48E7FD03C8B1D1235A75A87D6B3A80C,0,450000,94041,2022-06-07T18:37:47Z,/osmosis.gamm.v1beta1.MsgExitPool,600,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,14090110938986713,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21643874,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,584550750
4708341,783C9A4992E8C2B6A36020DCB55959BEA48E7FD03C8B1D1235A75A87D6B3A80C,0,450000,94041,2022-06-07T18:37:47Z,/osmosis.gamm.v1beta1.MsgExitPool,600,osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0,14090110938986713,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,21643874,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,584550750
4708341,57391AD7896D8AAEA2704066143B15F707ABBEC30E12A6304058D71409E05520,0,911364,459091,2022-06-07T18:37:47Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1xdu8wqnsv458vr8z77g99rv46djdn9adhfglr2,18880056083036136310,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,262268,uosmo,2049998
4708341,57391AD7896D8AAEA2704066143B15F707ABBEC30E12A6304058D71409E05520,0,911364,459091,2022-06-07T18:37:47Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo1xdu8wqnsv458vr8z77g99rv46djdn9adhfglr2,18880056083036136310,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,262268,uosmo,2049998
4708342,956E103086FABFD4750B41A6333AD909CFC1485310345B4E7090A11A2B3CC49B,0,413214,378986,2022-06-07T18:37:53Z,/osmosis.gamm.v1beta1.MsgJoinPool,722,osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a,251115577065543688446,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,27047326515054986171,uosmo,51337457
4708345,238C4BBFFCC457530082306D2A689D8A200F2EBE0C1BC98C79D0FE295D2A34EE,0,500000,156249,2022-06-07T18:38:11Z,/osmosis.gamm.v1beta1.MsgExitPool,498,osmo1xqm7e6mahm7z288cpq53cd68530a2hqkmunzjw,68131232105681277211,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,29134905,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,72060612
4708347,8778600A4533077ABED41E0743C17A7EEBDCBE64A5875793DB6CA34A63B1FC96,0,600000,325825,2022-06-07T18:38:24Z,/osmosis.gamm.v1beta1.MsgJoinPool,662,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,2326804873671161938,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,298533840730,uosmo,2538856
4708347,8778600A4533077ABED41E0743C17A7EEBDCBE64A5875793DB6CA34A63B1FC96,0,600000,325825,2022-06-07T18:38:24Z,/osmosis.gamm.v1beta1.MsgJoinPool,662,osmo16jexsf558vvdwwl2cfj0mzr4x63xjpac5cs9rv,2326804873671161938,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,298533840730,uosmo,2538856
4708348,A58290505AA09FFD72F27FFA30EE130FC94BAAC22D44027CA2243CC6B2D0C658,0,764242,385520,2022-06-07T18:38:30Z,/osmosis.gamm.v1beta1.MsgJoinPool,604,osmo1wh7gz82szkpm6ckhysajjjtpjr2vka4a3f26fz,4529744767920,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,953250,uosmo,26758
4708351,A96FA88C089484F5A7265D90DC1E2AC43CB4DE99C5A097DFD8A21CD645D7EAF1,0,450000,155698,2022-06-07T18:38:48Z,/osmosis.gamm.v1beta1.MsgJoinPool,678,osmo1ljtk6h5yfyxhw6h396udhesc3vj5jugk36jlcr,47870452382279433,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,247827,uosmo,220687
4708352,75F4E20E5F30BF7C45D839D5430BE91F8FFA884821CE8727D5AA3BB7EEB2C0C5,0,1400000,207018,2022-06-07T18:38:54Z,/osmosis.gamm.v1beta1.MsgJoinPool,690,osmo14eg95srd7cc9ykcru8rv6knnsqprgw674x2sfz,7769579994398666602,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,13563945,uosmo,1022955
4708352,75F4E20E5F30BF7C45D839D5430BE91F8FFA884821CE8727D5AA3BB7EEB2C0C5,0,1400000,207018,2022-06-07T18:38:54Z,/osmosis.gamm.v1beta1.MsgJoinPool,690,osmo14eg95srd7cc9ykcru8rv6knnsqprgw674x2sfz,7769579994398666602,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,13563945,uosmo,1022955
4708352,36FF988EB6A66E1F1665089197B4117A7E5A8BC7AF2C1A93928E59D053BD7448,0,100000,72896,2022-06-07T18:38:54Z,/osmosis.gamm.v1beta1.MsgExitPool,649,osmo149knvmjayx979n9ugg8uugpnnw34p2hxkrg06x,2988425747282655314,ibc/F6B691D5F7126579DDC87357B09D653B47FDCE0A3383FF33C8D8B544FE29A8A6,371,uosmo,2039494
4708362,007488CE27C45A5A5D06759125C1D3D7669D5A73D99315139DF1C1B73AC74D46,0,240000,104970,2022-06-07T18:40:02Z,/osmosis.gamm.v1beta1.MsgJoinPool,1,osmo15u4c3rpyy22ne9tv46jxh82c4cu07varm8zvu3,536853498538165579338,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,7455688,uosmo,58306774
4708365,C920CB87F7A0F88E6512BB29F0645AA62A338BB75EFD175E831CED704E722278,0,520490,263664,2022-06-07T18:40:21Z,/osmosis.gamm.v1beta1.MsgJoinPool,690,osmo1y20rqd0w0gywlg7x7pypy745h2em7whdwmyzqq,587131640441471448,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,1025000,uosmo,77301
4708366,70E386C2CE78BA1EEC0619A99D6B771279B351A3A53AD7702C941FD1F7C94B79,0,250000,101690,2022-06-07T18:40:27Z,/osmosis.gamm.v1beta1.MsgJoinPool,662,osmo1wh7gz82szkpm6ckhysajjjtpjr2vka4a3f26fz,7336504385941687,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,941186134,uosmo,8004
4708367,2E88B356E70AE89605ED83A935D9954A20DD7C90875C10DD4FB1F893CAD4226D,0,130000,97556,2022-06-07T18:40:33Z,/osmosis.gamm.v1beta1.MsgJoinPool,712,osmo1gakrehz73053ddska7l2hpkcn0afypl2jnmzat,3979207979669439597,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,112529,uosmo,30001801
4708369,79E4B255BC98111604CEBEF5E0746CEAA197B0332B1334AB92E82C9E54615E37,0,250000,118779,2022-06-07T18:40:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,601,osmo1ntjukg6eqks0wxckw6x5t0j890pewv59x8r8mh,35746824922500391,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,2716250,uosmo,782048
4708369,E2A9AD26DD5159C9A9E6AB6A1A115CD9C65519A3FCA792BCD761FC24F2B69BA0,0,814096,410457,2022-06-07T18:40:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,719,osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,77254891263046971133381,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,3536583125,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2030294956
4708369,E2A9AD26DD5159C9A9E6AB6A1A115CD9C65519A3FCA792BCD761FC24F2B69BA0,0,814096,410457,2022-06-07T18:40:46Z,/osmosis.gamm.v1beta1.MsgJoinPool,719,osmo1gw6xkw2pvxtt3ea83gs7gdhv7zvhzmk9yyl3xk,77254891263046971133381,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,3536583125,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,2030294956
4708371,AB340C48DA741304E4B132A9C28E76A664E39A3AC23DAFAFB10433535728F361,0,130000,97492,2022-06-07T18:40:58Z,/osmosis.gamm.v1beta1.MsgJoinPool,678,osmo1l5wfk5te87el4ptwtz96cmx762ehk4p5up7qqn,70147763763261377700,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,363293341,uosmo,323271081
