block,code,msg_type,sender,pool_id,share_out,denom_1,amount_1,denom_2,amount_2
4707357,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lj72jml6hw635cek9hep62u3hvfwng9e2e3r09,606,2183028319293324558852,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,65063,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,12382929384
4707362,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rsks3gfv2rcf3atj8gs09yyhrftyn7j5vuu9v7,712,3903519659099240076,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,71690,uosmo,19222025
4707362,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jxpztalf3skjftyrlf3tpd3c94g2nqkanr7c3a,648,130016939323421211876746,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,407692038916463981396,uosmo,75584630
4707383,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1vtmpjl927zgwa8ht6mt75zsfyx75xdqpcu4atn,1,3327724050960207545,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,30135,uosmo,234633
4707385,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z98eg2ztdp2glyla62629nrlvczg8s7f8sgpm5,597,71939629717184710670,ibc/FE2CD1E6828EC0FAB8AF39BAC45BC25B965BA67CCBC50C13A14BD610B0D1E2C4,506986849,uosmo,10000000
4707387,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mxpjsl4gppu3al5c0hm5ttm8hf9zpdhctafmxy,678,43383443519119,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,146,uosmo,131
4707387,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nl09n46sfnk0z8jk33mvu9u6lz5ymqj4hmj84x,712,1197976972779704593189,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,21986648,uosmo,5904419000
4707398,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo18e9g3kfkzc9n9aet5c9eqwvt6ay5raar8m9e6q,722,28253828031285243781,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1999955267260136674,uosmo,3725000
4707399,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1pq7mnp9wk5mzeus9gz047ajalzcl2q7pvey5j4,712,3937082154080190497,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,72200,uosmo,19389808
4707401,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,712,6299327254628655834,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,115519,uosmo,31023582
4707407,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ltuj2v832rsxgfcfk696r9zm0rm2j26as7wn3x,573,138868630033148525,ibc/4E5444C35610CC76FC94E7F7886B93121175C28262DDFDDE6F84E82BF2425452,194193921,uosmo,2803201
4707409,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1akm0t858fwhk73982p9wz53hwvvvl4a5gc25lq,678,510221732969028828,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,1713782,uosmo,1534762
4707416,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,1,110434995160557996331,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,999997,uosmo,7786982
4707417,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g66a5sn0fgfw9wskzvlw39rsxgq9lqd6alweck,678,59748936151678057356,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,200698091,uosmo,179720117
4707423,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1x63tv5csgv6mpsckq90p6h3tlufuxv35lceay7,690,5285788736891885722,ibc/CBA34207E969623D95D057D9B11B0C8B32B89A71F170577D982FDDE623813FFC,5999997,uosmo,453114
4707429,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo12asyaccxrau33q8l780cgzkyzydqngfvla7deg,497,3136229255099975222,ibc/46B44899322F3CD854D2D46DEEF881958467CDD4B3B10086DA49296BBED94BED,1999997,uosmo,6322643
4707433,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17urqyrawvju9u3t345d6v3e5ty3mk3hft3aa3v,722,41873703223957939318,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2963658963041915287,uosmo,5521316
4707434,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u5m59uvat5wakk9w3d5fgrnxryfkn6krm4qsx5,1,275347210768138039069,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,2493393,uosmo,19414443
4707434,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ufvxkljcsy9u38vjj06j2x0fxy962xwxgmdfa0,1,1526983708055347187,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,13828,uosmo,107668
4707435,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ey67pvamgg0hfv7q72zkfcf9nrw927f5akhp8y,1,110143514231372110867,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,997399,uosmo,7766103
4707436,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1evxw84lfmevdajh6xelu4rp46kux8fmjxkw4sr,712,5458902897133493751,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,100106,uosmo,26884680
4707440,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qurmjyezm4yy3tuhwgelpjcwrtd40ftcwpl5yd,9,86643030214166628540006,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,49366422593,uosmo,77207593
4707445,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1zf9wvyqsk8qqu3leavjxna8mwlvkxd3x96fgcz,704,68953078017582351892,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,527784886958954776,uosmo,841462000
4707445,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1m6jkgwxj35a77k7n67nj5susc84m5n6mfy3ku0,712,24048552153497765356,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,441002,uosmo,118437551
4707457,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jr6mlu93x74ffpfvswkav33pxzqa8puujztrc4,648,338425905531169011636256,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,1059997917454621885900,uosmo,196965000
4707473,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1c7zy976xxc64ymlny8qsts299ylqwmq52ysy7j,678,73969451553409107,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,248350,uosmo,222595
4707483,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xd8465ylem38zkerjc8vn04h00n9zwurukg99,641,789626044343570126494,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,311676263,uosmo,8361593
4707484,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mnufmmgrvc6tpfe6ayr679xnmhkewcsgdjqmgn,1,7949407120057919326,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,71988,uosmo,560491
4707486,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13hvvnhjlyj6wxqccgehpkhldtkj2fpc6j40895,722,254639751202570337869,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,17986847848259410459,uosmo,33642454
4707497,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1alwjdff8sgejhv3u5rtylatury4cuvr7y49s7h,9,31038672547326874582850,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,17700000000,uosmo,27633613
4707503,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15q08u2gz05hshx6hr6pxq8auzuysl5jvtk8j6q,641,80044461820486818379,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,31594250,uosmo,847603
4707505,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1lynjdpkq8gmw7lqr6jd7udh0xm68006g8p8hk0,674,2759041390259017611,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,8646888494549141515,uosmo,7745416
4707515,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1n6mqdxjlwvda8zgcw5t503gprnhn6gvs787drw,704,588624072888055673,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,3004658143383678,uosmo,4790406
4707522,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo197zhk2x8jrxdpqq0h675cfn932rnw4wp87gyut,604,6123512581190601,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,838695737,uosmo,23536490
4707526,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo103w2uwpdf9p708c83nkyd0ys6fgqt94tdvjtgn,712,69943726610921337991,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1283024,uosmo,344355700
4707532,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1heqtu4cum6fs9rg9mj754ycvfdgl9ssm3n8j6n,601,844173976967604339,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,41889629,uosmo,11975845
4707544,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dffxgxg79rfqh54lfz7xpx93qjdt38wksq9dgs,1,8847633592879096509,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,80107,uosmo,623940
4707556,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1t5lx9y368e0fsf8yr84hqwdy3rqtut3p2n48qg,722,99077275722763402852,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,7025928518290314232,uosmo,13037497
4707561,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1klmkrcz8el7jr3waczxgptfuhd5cj0ej4s2yw2,712,2562352098499206298,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,47034,uosmo,12606018
4707565,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jaey7087uuncesrxp0fk7frxwv4kyu6ywa480r,601,386615487800313809,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,19184402,uosmo,5484701
4707590,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gp437zc9e4gsuugn6udcve2vdarlrqf9cpk3f2,712,585075055494459852,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,10752,uosmo,2875185
4707601,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ve5k4ul2fj42heup7ac7qvkhxzfzjrf6ep8ess,722,46955281260024261731,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,3331683804356483996,uosmo,6175031
4707615,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1xv6t5tqgglgwd0ngysm2h0qhkjs77euuprc6pc,1,20620274961554131105,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,186541,uosmo,1455364
4707617,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo17wklrv0g6y0vw0cc88fn07h3hg90fjylpkxxcj,678,26632664526141696769,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,89580915,uosmo,80000000
4707621,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16c0gt6s25js2ey6z7ggesy97nzsy0j6fustk6z,674,11637189896199434630,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,24359194798923872680,uosmo,21753573
4707631,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1l02m8ug9cdm5s9p4qntt82ykjgkpyuw9u260yp,662,247371109577830066,ibc/41999DF04D9441DAC0DF5D8291DF4333FBCBA810FFD63FDCE34FDF41EF37B6F7,20389596103,uosmo,177803
4707631,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1ep44f78erwu37s6dm6he95m85u2ayhw4jarws3,712,355739849994041684,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,6538,uosmo,1748171
4707633,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1qw8vwzfzquczf43gpk909tcrl5dnqe953l8hm0,712,6527459961172796666,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,119952,uosmo,32076540
4707646,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1nmea788jgcg3vl57spy8c94a0ycws8cpdfhm0z,722,7137959591983604777,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,506288415233649159,uosmo,939026
4707650,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jtd6xjzzhyedpuu03ksggyadrdxjw8ps9wrag8,641,42243869905168958160,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,16677301,uosmo,447238
4707651,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1z7qd2j77knchudz3a98r2e0dkquhx3r3pzslt7,678,9736417883083911475,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,32776014,uosmo,29222455
4707655,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,726,6300585185951129099,ibc/785AFEC6B3741100D15E7AF01374E3C4C36F24888E96479B1C33F5C71F364EF9,1398962,uosmo,5225970
4707663,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1wd4wc8t8ctan5zeq4nxdntnxaq6cspyj5jf4t9,722,36931378890887096279,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,2627675669541789139,uosmo,4843390
4707665,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,604,43367046154813,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,5940025,uosmo,166676
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,625,54611189623226139158,ibc/E97634A40119F1898989C2A23224ED83FDD0A57EA46B3A094E287288D1672B44,4615686,uosmo,50109
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1u870ksd35rctnae70kl602hzrqcnwe8tg8422j,712,6581203963059397272,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,120955,uosmo,32336303
4707666,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1tvx0tmstj9zx0d25mcg8rr7man3x6qqrqzkq5c,678,62060023182064648,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,208913,uosmo,186266
4707667,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10dc7lataqm62tze9tm47f8sesrws709zfd3xhh,678,133188934388324594,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,448356,uosmo,399749
4707669,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yeav86f6h0uehruhgu2jlpk6j5esfnyfpzfltk,604,1171270143721796,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,160429882,uosmo,4501614
4707670,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1p8ew2l88udgdam8qa7pa8ez9qyazljps38hm2a,712,658601247623209779,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,12105,uosmo,3236016
4707671,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,3,6434094393380119,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,140,uosmo,43
4707672,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1d6qk37ycqp49e458n0gghwrcl0pzrdylg89yvw,674,228791544830367264,ibc/0CD3A0285E1341859B5E86B6AB7682F023D03E97607CCC1DC95706411D866DF7,479225932387710958,uosmo,427399
4707673,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13gd97ke6erejqk2p050xkpc63jhtujrevjue5p,722,103681477161879885638,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,7359907984474216832,uosmo,13628808
4707673,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1smrlapzwyv23cvna6s7jkwnenvcvcwnc62n2n6,601,36104390509989905,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1785857,uosmo,513829
4707674,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15qtsn35ggl0dmm6qcxv3445pwa3gh5t5hpkwjm,678,99528767658404127,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,335055,uosmo,298714
4707674,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1q4edn2j8gewak9rctjeyw9nntwv4wwj36nyv8y,3,120571004635771009266,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,2617079,uosmo,803906
4707675,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1k0lf96eev5zuqwdjtalzsu6ugqjjj7ynymkze7,712,49876734106398455,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,917,uosmo,245155
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz,648,62869433264612743741,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,131328030097027492,uosmo,24401
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1rysg5xsecpa2gqdxv2kr00dqys63gt8eekg0d2,601,223434620074885035,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,11051736,uosmo,3179912
4707678,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1g659w4l93h7f6ljmcn95m0ygxzq4nq4vfx03qc,619,6194276468031243,ibc/EA4C0A9F72E2CEDF10D0E7A9A6A22954DB3444910DB5BE980DF59B05A46DAD1C,72898,uosmo,1327
4707679,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,578,7291750408602970,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,3009890,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,27057212
4707680,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo16vypav8wwznpq4x0sgjv8k4l34urv5vg09xhyj,9,16673276261952145980928,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,9518048707,uosmo,14828340
4707680,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1gwg4xrru3gtls2z9syretn7zquxc4a8agu9pt0,722,868761362986240794,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,61666625396205301,uosmo,114199
4707681,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,577,834215254806,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,1584,uosmo,115
4707681,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,601,39455758923463717,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1951595,uosmo,561532
4707682,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo19jtn9xx65x5q5z5d5k2egkk2h25a9pqfxtr2jl,601,32712673965369574,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0,1618062,uosmo,465565
4707683,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,712,71363418704462892370,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1311561,uosmo,350644487
4707684,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14mz27u8mqdhh5wqpv6qkxkcvalxw2gxejjrxx4,712,5077907638930670035,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,93321,uosmo,24949172
4707685,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo10zw447gf2dyr5suraf4ddmuutznwtlwr6p2kpk,678,237558216625913624,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,800011,uosmo,712719
4707685,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1597ul4wuad2kftqapd8w3733350zl3pwr8e9eq,722,16127890334570480612,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,1144521144290023290,uosmo,2120508
4707689,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jmcqdyh9auemdr35xnqsywpagd9ty3yxqqgh55,701,1500740510289613541,ibc/67C89B8B0A70C08F093C909A4DD996DD10E0494C87E28FD9A551697BF173D4CA,155439063,uosmo,8985
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks,648,1231254788019103160695,ibc/8061A06D3BD4D52C4A28FFECF7150D370393AF0BA661C3776C54FF32836C3961,3856617011876400780,uosmo,716566
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo15xq28alrsk6plt4dp7ag7pjvtyangmx6jtyg4c,578,79722336655144815,ibc/B547DC9B897E7C3AA5B824696110B8E3D2C31E3ED3F02FF363DCBAD82457E07E,32843513,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC,296404616
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cl3swpzudwjpwmswcjldfz8gt2p3zy4wrydfxq,604,48967101873675,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,6707054,uosmo,188199
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1fxh7fwq3tds2jn3ed357vxthcxhlc0hftupg4w,712,325046526108182391,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,5974,uosmo,1597121
4707692,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kyqydg0tmq9ll9yya9vmncyl623mkgx4jq52v0,722,4225158431290551561,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,299837814626681453,uosmo,555527
4707693,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo14gpkd030ru3xw6xykp7nl4dljckzrs0mtkw7xh,641,20840206646864544965,ibc/67795E528DF67C5606FC20F824EA39A6EF55BA133F4DC79C90A8C47A0901E17C,8228401,uosmo,220610
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1m4k4rncdjtxvremn6j2gqgw4tcgk3kmztgsffs,712,1290990514533657248,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,23726,uosmo,6343058
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1jh8dac9hehaz7eud4qhcwf98ddleqhsn4vm5tr,3,17638883389160999654,ibc/1480B8FD20AD5FCAE81EA87584D269547DD4D436843C1D20F15E00EB64743EF4,382865,uosmo,117607
4707695,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1h4w509ewf0wh6m3d9fqyak9z45m9lrqsy5r63n,712,81276327289436270,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,1494,uosmo,399423
4707697,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kusyp7jj00y2t4ymc6ygxvfl7wyga29rt2a9v3,722,50198172636788613716,ibc/6AE98883D4D5D5FF9E50D7130F1305DA2FFA0C652D1DD9C123657C6B4EB2DF8A,5343306854305811403,uosmo,9893810
4707697,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1cl3swpzudwjpwmswcjldfz8gt2p3zy4wrydfxq,605,80112789301562611779,ibc/B9E0A1A524E98BB407D3CED8720EFEFD186002F90C1B1B7964811DD0CCC12228,295054722,uosmo,12041
4707698,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1dyzwn3hqj8uhfmv2rge9um7n0f44fv9xfxt6nt,9,62607968015603247042190,ibc/E6931F78057F7CC5DA0FD6CEF82FF39373A6E0452BF1FD76910B93292CF356C1,35737777275,uosmo,55683737
4707698,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,719,22755595250280157949,ibc/A0CC0CF735BFB30E730C70019D4218A1244FF383503FF7579C9201AB93CA9293,782161,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858,449058
4707699,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kaxg4m0qf4pwekcpledsgen8cuelz9p0pn5nea,629,5564108634743821,ibc/8318FD63C42203D16DDCAF49FE10E8590669B3219A3E87676AC9DA50722687FB,483132193571236481687,uosmo,3767445
4707700,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1kyqydg0tmq9ll9yya9vmncyl623mkgx4jq52v0,604,28851614841028,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3951825,uosmo,110888
4707702,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1mvccc0xt6g8lm5stldfzmjfdg4vhq9rd90df7f,604,24457796662,ibc/987C17B11ABC2B20019178ACE62929FE9840202CE79498E29FE8E5CB02B7C0A4,3351,uosmo,94
4707705,0,/osmosis.gamm.v1beta1.MsgJoinPool,osmo1yllrndphe5zj63vg4nxupqcqqa2n6l567taf2m,712,1241312573676067891,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,22813,uosmo,6098981
